name,p_max_mpa,v_pm_mps,x_pm_m,omega_sum_kg,W_0_m3,delta_kg_m3,type,num_powders
С 5/0.400 13/0.200 14/0.200 15/0.200 3.0,348.11,950.00,2.812,3.000,0.002927,1025.0,Свободная,4
С 8/0.400 9/0.200 10/0.200 15/0.200 3.0,364.20,950.00,2.176,3.000,0.002927,1025.0,Свободная,4
С 9/0.400 10/0.200 11/0.200 15/0.200 3.0,344.93,950.00,4.424,3.000,0.002927,1025.0,Свободная,4
С 9/0.400 10/0.200 14/0.200 15/0.200 3.0,364.17,950.00,2.360,3.000,0.002927,1025.0,Свободная,4
С 10/0.400 11/0.200 14/0.200 15/0.200 3.0,362.64,950.00,4.350,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 4/0.300 8/0.200 13/0.200 3.0,294.24,950.00,3.720,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 4/0.300 9/0.200 13/0.200 3.0,271.17,950.00,4.663,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 4/0.300 13/0.200 14/0.200 3.0,319.11,950.00,3.396,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 5/0.300 8/0.200 13/0.200 3.0,279.12,950.00,4.050,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 5/0.300 13/0.200 14/0.200 3.0,301.25,950.00,3.727,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 11/0.200 3.0,331.76,950.00,4.253,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 10/0.200 3.0,262.10,950.00,4.146,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 14/0.200 3.0,345.40,950.00,2.450,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 15/0.200 3.0,291.00,950.00,3.456,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 10/0.200 13/0.200 3.0,355.03,950.00,2.408,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 10/0.200 14/0.200 3.0,308.81,950.00,3.092,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 10/0.200 15/0.200 3.0,258.96,950.00,4.603,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 11/0.200 14/0.200 3.0,377.81,950.00,3.150,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 11/0.200 15/0.200 3.0,331.87,950.00,4.783,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 8/0.300 14/0.200 15/0.200 3.0,342.83,950.00,2.616,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 9/0.300 10/0.200 13/0.200 3.0,314.54,950.00,3.151,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 9/0.300 10/0.200 14/0.200 3.0,273.32,950.00,4.201,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 9/0.300 11/0.200 13/0.200 3.0,383.38,950.00,3.248,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 9/0.300 11/0.200 14/0.200 3.0,345.66,950.00,4.372,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 9/0.300 13/0.200 15/0.200 3.0,348.63,950.00,2.664,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 9/0.300 14/0.200 15/0.200 3.0,303.45,950.00,3.487,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 10/0.300 13/0.200 14/0.200 3.0,349.69,950.00,2.705,3.000,0.002927,1025.0,Свободная,4
С 3/0.300 10/0.300 13/0.200 15/0.200 3.0,294.58,950.00,3.973,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 5/0.300 8/0.200 13/0.200 3.0,278.50,950.00,4.154,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 5/0.300 13/0.200 14/0.200 3.0,302.34,950.00,3.784,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 9/0.200 11/0.200 3.0,337.02,950.00,4.267,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 9/0.200 10/0.200 3.0,264.23,950.00,4.157,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 9/0.200 14/0.200 3.0,355.98,950.00,2.348,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 9/0.200 15/0.200 3.0,296.72,950.00,3.387,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 10/0.200 13/0.200 3.0,367.09,950.00,2.297,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 10/0.200 14/0.200 3.0,315.76,950.00,3.011,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 10/0.200 15/0.200 3.0,261.85,950.00,4.621,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 11/0.200 14/0.200 3.0,387.18,950.00,3.068,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 11/0.200 15/0.200 3.0,337.94,950.00,4.825,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 8/0.300 14/0.200 15/0.200 3.0,354.22,950.00,2.502,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 9/0.300 10/0.200 14/0.200 3.0,277.05,950.00,4.190,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 9/0.300 11/0.200 14/0.200 3.0,352.80,950.00,4.373,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 9/0.300 13/0.200 15/0.200 3.0,360.96,950.00,2.542,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 10/0.300 13/0.200 15/0.200 3.0,300.67,950.00,3.914,3.000,0.002927,1025.0,Свободная,4
С 4/0.300 10/0.300 13/0.200 14/0.200 3.0,361.89,950.00,2.584,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 13/0.200 3.0,376.73,950.00,2.112,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 11/0.200 3.0,319.35,950.00,4.778,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 10/0.200 3.0,247.67,950.00,4.646,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 14/0.200 3.0,328.08,950.00,2.668,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 15/0.200 3.0,274.98,950.00,3.846,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 10/0.200 13/0.200 3.0,336.92,950.00,2.624,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 10/0.200 14/0.200 3.0,292.59,950.00,3.412,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 11/0.200 14/0.200 3.0,363.08,950.00,3.483,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 13/0.200 15/0.200 3.0,373.98,950.00,2.239,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 8/0.300 14/0.200 15/0.200 3.0,324.61,950.00,2.875,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 9/0.300 10/0.200 13/0.200 3.0,298.38,950.00,3.479,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 9/0.300 10/0.200 14/0.200 3.0,258.28,950.00,4.733,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 9/0.300 11/0.200 13/0.200 3.0,368.98,950.00,3.592,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 9/0.300 13/0.200 15/0.200 3.0,330.99,950.00,2.923,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 9/0.300 14/0.200 15/0.200 3.0,286.67,950.00,3.900,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 10/0.300 13/0.200 14/0.200 3.0,331.57,950.00,2.976,3.000,0.002927,1025.0,Свободная,4
С 5/0.300 10/0.300 13/0.200 15/0.200 3.0,278.32,950.00,4.482,3.000,0.002927,1025.0,Свободная,4
С 8/0.300 9/0.300 10/0.200 11/0.200 3.0,379.62,950.00,2.845,3.000,0.002927,1025.0,Свободная,4
С 8/0.300 9/0.300 10/0.200 15/0.200 3.0,348.47,950.00,2.375,3.000,0.002927,1025.0,Свободная,4
С 8/0.300 10/0.300 11/0.200 15/0.200 3.0,363.36,950.00,3.584,3.000,0.002927,1025.0,Свободная,4
С 9/0.300 10/0.300 11/0.200 14/0.200 3.0,378.82,950.00,3.300,3.000,0.002927,1025.0,Свободная,4
С 9/0.300 10/0.300 14/0.200 15/0.200 3.0,342.73,950.00,2.675,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 4/0.250 8/0.200 13/0.200 3.0,293.93,950.00,3.716,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 4/0.250 9/0.200 13/0.200 3.0,271.22,950.00,4.640,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 4/0.250 13/0.200 14/0.200 3.0,318.80,950.00,3.393,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 5/0.250 8/0.200 13/0.200 3.0,281.62,950.00,3.979,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 5/0.250 9/0.200 13/0.200 3.0,260.85,950.00,4.940,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 5/0.250 13/0.200 14/0.200 3.0,303.82,950.00,3.664,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 9/0.200 13/0.200 3.0,370.91,950.00,2.216,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 9/0.200 10/0.200 3.0,245.88,950.00,4.903,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 9/0.200 14/0.200 3.0,323.72,950.00,2.803,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 9/0.200 15/0.200 3.0,272.64,950.00,4.050,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 10/0.200 13/0.200 3.0,332.78,950.00,2.757,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 10/0.200 14/0.200 3.0,289.66,950.00,3.590,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 11/0.200 14/0.200 3.0,359.70,950.00,3.695,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 13/0.200 15/0.200 3.0,368.36,950.00,2.354,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 8/0.250 14/0.200 15/0.200 3.0,320.99,950.00,3.021,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 9/0.250 10/0.200 13/0.200 3.0,300.79,950.00,3.495,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 9/0.250 10/0.200 14/0.200 3.0,261.72,950.00,4.713,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 9/0.250 11/0.200 13/0.200 3.0,370.44,950.00,3.625,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 9/0.250 11/0.200 14/0.200 3.0,334.32,950.00,4.953,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 9/0.250 13/0.200 15/0.200 3.0,333.13,950.00,2.943,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 9/0.250 14/0.200 15/0.200 3.0,289.95,950.00,3.896,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 10/0.250 13/0.200 14/0.200 3.0,343.70,950.00,2.809,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 10/0.250 13/0.200 15/0.200 3.0,289.55,950.00,4.148,3.000,0.002927,1025.0,Свободная,4
С 3/0.350 11/0.250 13/0.200 15/0.200 3.0,381.76,950.00,4.547,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 5/0.250 13/0.200 14/0.200 3.0,305.98,950.00,3.709,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 9/0.200 14/0.200 3.0,332.62,950.00,2.706,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 9/0.200 13/0.200 3.0,386.18,950.00,2.091,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 9/0.200 15/0.200 3.0,276.37,950.00,4.040,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 10/0.200 13/0.200 3.0,343.23,950.00,2.646,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 10/0.200 14/0.200 3.0,294.77,950.00,3.544,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 11/0.200 14/0.200 3.0,368.53,950.00,3.649,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 13/0.200 15/0.200 3.0,383.83,950.00,2.221,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 8/0.250 14/0.200 15/0.200 3.0,330.71,950.00,2.914,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 9/0.250 10/0.200 13/0.200 3.0,307.61,950.00,3.424,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 9/0.250 10/0.200 14/0.200 3.0,264.50,950.00,4.773,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 9/0.250 11/0.200 13/0.200 3.0,381.05,950.00,3.554,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 9/0.250 14/0.200 15/0.200 3.0,296.22,950.00,3.844,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 9/0.250 13/0.200 15/0.200 3.0,344.19,950.00,2.825,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 10/0.250 13/0.200 14/0.200 3.0,355.97,950.00,2.685,3.000,0.002927,1025.0,Свободная,4
С 4/0.350 10/0.250 13/0.200 15/0.200 3.0,296.01,950.00,4.102,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 9/0.200 13/0.200 3.0,349.34,950.00,2.437,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 9/0.200 14/0.200 3.0,304.27,950.00,3.123,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 9/0.200 15/0.200 3.0,254.91,950.00,4.643,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 10/0.200 13/0.200 3.0,312.55,950.00,3.074,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 10/0.200 14/0.200 3.0,271.30,950.00,4.076,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 11/0.200 13/0.200 3.0,380.42,950.00,3.147,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 11/0.200 14/0.200 3.0,343.46,950.00,4.202,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 13/0.200 15/0.200 3.0,346.34,950.00,2.609,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 8/0.250 14/0.200 15/0.200 3.0,301.13,950.00,3.400,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 9/0.250 10/0.200 13/0.200 3.0,282.35,950.00,3.955,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 9/0.250 11/0.200 13/0.200 3.0,353.90,950.00,4.116,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 9/0.250 13/0.200 14/0.200 3.0,371.19,950.00,2.332,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 9/0.250 13/0.200 15/0.200 3.0,313.16,950.00,3.302,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 9/0.250 14/0.200 15/0.200 3.0,271.35,950.00,4.472,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 10/0.250 13/0.200 14/0.200 3.0,323.09,950.00,3.146,3.000,0.002927,1025.0,Свободная,4
С 5/0.350 10/0.250 13/0.200 15/0.200 3.0,270.86,950.00,4.793,3.000,0.002927,1025.0,Свободная,4
С 8/0.350 9/0.250 10/0.200 11/0.200 3.0,385.45,950.00,2.713,3.000,0.002927,1025.0,Свободная,4
С 8/0.350 9/0.250 10/0.200 15/0.200 3.0,356.26,950.00,2.272,3.000,0.002927,1025.0,Свободная,4
С 8/0.350 10/0.250 11/0.200 15/0.200 3.0,377.07,950.00,3.146,3.000,0.002927,1025.0,Свободная,4
С 9/0.350 10/0.250 11/0.200 14/0.200 3.0,387.42,950.00,3.068,3.000,0.002927,1025.0,Свободная,4
С 9/0.350 10/0.250 11/0.200 15/0.200 3.0,337.59,950.00,4.838,3.000,0.002927,1025.0,Свободная,4
С 9/0.350 10/0.250 14/0.200 15/0.200 3.0,353.65,950.00,2.507,3.000,0.002927,1025.0,Свободная,4
С 10/0.350 11/0.250 14/0.200 15/0.200 3.0,381.86,950.00,4.503,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 10/0.100 3.0,254.42,950.00,4.470,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 13/0.100 3.0,312.23,950.00,2.969,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 14/0.100 3.0,291.85,950.00,3.372,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 15/0.100 3.0,267.82,950.00,4.075,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 10/0.200 13/0.100 3.0,279.92,950.00,3.808,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 11/0.200 13/0.100 3.0,348.73,950.00,3.930,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 10/0.200 14/0.100 3.0,260.73,950.00,4.417,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 11/0.200 14/0.100 3.0,331.57,950.00,4.575,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 13/0.200 15/0.100 3.0,359.93,950.00,2.399,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.300 14/0.200 15/0.100 3.0,314.23,950.00,3.063,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 9/0.300 13/0.200 14/0.100 3.0,347.47,950.00,2.634,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 9/0.300 14/0.200 15/0.100 3.0,278.93,950.00,4.137,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 10/0.300 13/0.200 15/0.100 3.0,270.89,950.00,4.767,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 10/0.300 13/0.200 14/0.100 3.0,295.41,950.00,3.840,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 9/0.200 10/0.100 3.0,255.51,950.00,4.562,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 9/0.200 13/0.100 3.0,320.22,950.00,2.880,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 9/0.200 14/0.100 3.0,297.21,950.00,3.321,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 9/0.200 15/0.100 3.0,270.93,950.00,4.091,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 10/0.200 13/0.100 3.0,283.82,950.00,3.797,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 10/0.200 14/0.100 3.0,262.81,950.00,4.484,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 11/0.200 13/0.100 3.0,357.34,950.00,3.915,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 11/0.200 14/0.100 3.0,337.53,950.00,4.660,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 14/0.200 15/0.100 3.0,323.59,950.00,2.961,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.300 13/0.200 15/0.100 3.0,375.74,950.00,2.259,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 9/0.300 13/0.200 15/0.100 3.0,330.26,950.00,3.013,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 9/0.300 14/0.200 15/0.100 3.0,283.73,950.00,4.136,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 10/0.300 13/0.200 14/0.100 3.0,302.21,950.00,3.791,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 10/0.300 13/0.200 15/0.100 3.0,274.88,950.00,4.831,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 13/0.100 3.0,291.11,950.00,3.361,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 14/0.100 3.0,271.16,950.00,3.864,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 15/0.100 3.0,248.35,950.00,4.745,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 10/0.200 13/0.100 3.0,259.84,950.00,4.410,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 11/0.200 13/0.100 3.0,330.78,950.00,4.565,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 13/0.200 14/0.100 3.0,365.71,950.00,2.290,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 13/0.200 15/0.100 3.0,336.29,950.00,2.686,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.300 14/0.200 15/0.100 3.0,292.69,950.00,3.491,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 9/0.300 13/0.200 14/0.100 3.0,324.47,950.00,2.969,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 9/0.300 13/0.200 15/0.100 3.0,298.24,950.00,3.567,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 9/0.300 14/0.200 15/0.100 3.0,258.77,950.00,4.850,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 10/0.300 13/0.200 14/0.100 3.0,274.44,950.00,4.473,3.000,0.002927,1025.0,Свободная,4
С 8/0.400 9/0.300 10/0.200 11/0.100 3.0,378.15,950.00,2.272,3.000,0.002927,1025.0,Свободная,4
С 8/0.400 9/0.300 10/0.200 15/0.100 3.0,365.00,950.00,2.120,3.000,0.002927,1025.0,Свободная,4
С 8/0.400 10/0.300 11/0.200 15/0.100 3.0,375.17,950.00,3.057,3.000,0.002927,1025.0,Свободная,4
С 9/0.400 10/0.300 11/0.200 13/0.100 3.0,373.95,950.00,3.321,3.000,0.002927,1025.0,Свободная,4
С 9/0.400 10/0.300 11/0.200 14/0.100 3.0,353.62,950.00,3.891,3.000,0.002927,1025.0,Свободная,4
С 9/0.400 10/0.300 11/0.200 15/0.100 3.0,330.45,950.00,4.956,3.000,0.002927,1025.0,Свободная,4
С 9/0.400 10/0.300 14/0.200 15/0.100 3.0,344.45,950.00,2.575,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 4/0.250 5/0.250 13/0.250 3.0,349.94,950.00,4.217,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 4/0.250 8/0.250 15/0.250 3.0,341.77,950.00,4.045,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 4/0.250 10/0.250 14/0.250 3.0,332.23,950.00,4.735,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 5/0.250 8/0.250 9/0.250 3.0,323.35,950.00,3.876,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 5/0.250 8/0.250 15/0.250 3.0,321.25,950.00,4.484,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 5/0.250 9/0.250 14/0.250 3.0,365.80,950.00,3.361,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 5/0.250 10/0.250 13/0.250 3.0,380.31,950.00,3.286,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 5/0.250 14/0.250 15/0.250 3.0,363.95,950.00,3.875,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 10/0.250 3.0,374.26,950.00,2.802,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 8/0.250 10/0.250 15/0.250 3.0,373.81,950.00,3.130,3.000,0.002609,1150.0,Свободная,4
С 3/0.250 9/0.250 10/0.250 15/0.250 3.0,331.52,950.00,4.402,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 5/0.250 8/0.250 9/0.250 3.0,325.31,950.00,3.938,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 5/0.250 8/0.250 15/0.250 3.0,323.29,950.00,4.601,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 5/0.250 9/0.250 14/0.250 3.0,371.85,950.00,3.351,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 5/0.250 10/0.250 13/0.250 3.0,387.52,950.00,3.261,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 5/0.250 14/0.250 15/0.250 3.0,370.64,950.00,3.889,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 8/0.250 9/0.250 10/0.250 3.0,386.15,950.00,2.694,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 8/0.250 10/0.250 15/0.250 3.0,387.46,950.00,3.000,3.000,0.002609,1150.0,Свободная,4
С 4/0.250 9/0.250 10/0.250 15/0.250 3.0,340.79,950.00,4.332,3.000,0.002609,1150.0,Свободная,4
С 5/0.250 8/0.250 9/0.250 10/0.250 3.0,355.55,950.00,3.092,3.000,0.002609,1150.0,Свободная,4
С 5/0.250 8/0.250 10/0.250 15/0.250 3.0,354.39,950.00,3.497,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 4/0.200 8/0.200 9/0.200 3.0,302.22,950.00,4.934,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 4/0.200 8/0.200 14/0.200 3.0,365.74,950.00,3.358,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 4/0.200 9/0.200 14/0.200 3.0,334.49,950.00,4.354,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 4/0.200 10/0.200 13/0.200 3.0,345.83,950.00,4.277,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 4/0.200 14/0.200 15/0.200 3.0,333.27,950.00,5.001,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.200 8/0.200 14/0.200 3.0,349.60,950.00,3.608,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.200 9/0.200 13/0.200 3.0,372.65,950.00,3.295,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.200 9/0.200 14/0.200 3.0,321.12,950.00,4.644,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.200 10/0.200 13/0.200 3.0,331.28,950.00,4.579,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.200 13/0.200 15/0.200 3.0,371.41,950.00,3.673,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 8/0.200 9/0.200 10/0.200 3.0,323.84,950.00,3.997,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 9/0.200 10/0.200 14/0.200 3.0,358.20,950.00,3.547,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 10/0.200 14/0.200 15/0.200 3.0,357.16,950.00,3.983,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 5/0.200 8/0.200 14/0.200 3.0,356.23,950.00,3.648,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 5/0.200 10/0.200 13/0.200 3.0,335.15,950.00,4.792,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 5/0.200 13/0.200 15/0.200 3.0,382.02,950.00,3.681,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 8/0.200 9/0.200 10/0.200 3.0,332.00,950.00,3.990,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 8/0.200 9/0.200 15/0.200 3.0,382.29,950.00,3.067,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 9/0.200 10/0.200 14/0.200 3.0,372.92,950.00,3.442,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 10/0.200 14/0.200 15/0.200 3.0,372.65,950.00,3.891,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.200 9/0.200 10/0.200 3.0,297.30,950.00,4.830,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.200 9/0.200 15/0.200 3.0,336.65,950.00,3.810,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.200 10/0.200 14/0.200 3.0,360.87,950.00,3.294,3.000,0.002609,1150.0,Свободная,4
