mixture_name,powder1,powder2,mass1_kg,mass2_kg,alpha,omega_sum_kg,omega_q_ratio,delta_kg_m3,W0_m3,Z_b1,velocity_mps,velocity_cold_mps,velocity_hot_mps,pressure_max_mpa,pressure_hot_mpa,x_p_m,x_e_m,f_sum,delta_sum,b_sum,k_sum
С 20/1.0 3.7,12/1 тр МН,,3.667,0.000,1.000,3.667,0.733,538.5,0.006810,2.102680e+06,950.00,830.00,600.83,333.68,390.00,1.883,1.123,964000,1600.0,0.001045,1.237
С 20/1.0 3.7,12/1 тр МН,,3.667,0.000,1.000,3.667,0.733,563.1,0.006512,1.812708e+06,950.00,830.00,469.19,360.06,390.00,1.747,1.051,964000,1600.0,0.001045,1.237
С 20/1.0 3.7,12/1 тр МН,,3.667,0.000,1.000,3.667,0.733,587.7,0.006239,1.558762e+06,950.00,830.00,400.99,389.32,390.00,1.619,0.985,964000,1600.0,0.001045,1.237
С 21/1.0 4.1,7/1 УГ,,4.111,0.000,1.000,4.111,0.822,1227.7,0.003349,nan,950.00,830.00,243.08,330.68,390.00,4.628,1.679,401000,1600.0,0.000543,1.193
С 21/1.0 4.1,7/1 УГ,,4.111,0.000,1.000,4.111,0.822,1252.3,0.003283,nan,950.00,830.00,181.45,354.52,390.00,4.308,1.578,401000,1600.0,0.000543,1.193
С 21/1.0 4.1,7/1 УГ,,4.111,0.000,1.000,4.111,0.822,1276.9,0.003220,nan,950.00,830.00,149.27,381.99,390.00,3.993,1.473,401000,1600.0,0.000543,1.193
С 22/1.0 1.4,15/1 тр В/А,,1.444,0.000,1.000,1.444,0.289,956.9,0.001509,1.076736e+08,950.00,830.00,234.27,351.43,390.00,4.343,3.063,1019000,1600.0,0.001005,1.222
С 22/1.0 1.4,15/1 тр В/А,,1.444,0.000,1.000,1.444,0.289,981.5,0.001472,9.125030e+07,950.00,830.00,186.05,377.87,390.00,3.978,2.830,1019000,1600.0,0.001005,1.222
С 22/1.0 2.8,15/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,686.2,0.004048,1.054567e+07,950.00,830.00,381.60,367.41,390.00,1.626,1.134,1019000,1600.0,0.001005,1.222
С 22/1.0 2.3,15/1 тр В/А,,2.333,0.000,1.000,2.333,0.467,760.0,0.003070,1.421308e+07,950.00,830.00,331.76,363.29,390.00,1.766,1.256,1019000,1600.0,0.001005,1.222
С 22/1.0 2.3,15/1 тр В/А,,2.333,0.000,1.000,2.333,0.467,784.6,0.002974,1.239716e+07,950.00,830.00,279.36,389.03,390.00,1.642,1.176,1019000,1600.0,0.001005,1.222
С 22/1.0 1.9,15/1 тр В/А,,1.889,0.000,1.000,1.889,0.378,858.5,0.002200,2.481214e+07,950.00,830.00,258.77,368.11,390.00,2.175,1.567,1019000,1600.0,0.001005,1.222
С 22/1.0 3.2,15/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,538.5,0.005984,1.441966e+07,950.00,830.00,950.00,289.88,197.14,2.058,1.359,1019000,1600.0,0.001005,1.222
С 22/1.0 3.2,15/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,563.1,0.005723,1.264042e+07,950.00,830.00,950.00,311.25,213.69,1.915,1.275,1019000,1600.0,0.001005,1.222
С 22/1.0 3.2,15/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,587.7,0.005483,1.108195e+07,950.00,830.00,950.00,334.18,231.64,1.783,1.198,1019000,1600.0,0.001005,1.222
С 22/1.0 3.2,15/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,612.3,0.005262,9.705085e+06,950.00,830.00,473.59,359.04,390.00,1.659,1.124,1019000,1600.0,0.001005,1.222
С 22/1.0 3.2,15/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,636.9,0.005059,8.489180e+06,950.00,830.00,390.74,385.88,390.00,1.544,1.052,1019000,1600.0,0.001005,1.222
С 22/1.0 3.7,15/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,464.6,0.007892,1.536267e+07,950.00,830.00,950.00,271.40,191.45,2.254,1.428,1019000,1600.0,0.001005,1.222
С 22/1.0 3.7,15/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,489.2,0.007495,1.340601e+07,950.00,830.00,950.00,292.76,208.27,2.090,1.338,1019000,1600.0,0.001005,1.222
С 22/1.0 3.7,15/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,513.8,0.007136,1.171383e+07,950.00,830.00,950.00,315.60,226.35,1.941,1.255,1019000,1600.0,0.001005,1.222
С 22/1.0 3.7,15/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,538.5,0.006810,1.023921e+07,950.00,830.00,950.00,340.03,245.67,1.804,1.174,1019000,1600.0,0.001005,1.222
С 22/1.0 3.7,15/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,563.1,0.006512,8.951964e+06,950.00,830.00,505.03,366.44,390.00,1.676,1.101,1019000,1600.0,0.001005,1.222
С 22/1.0 2.8,15/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,612.3,0.004537,1.564331e+07,950.00,830.00,950.00,299.17,184.62,2.010,1.373,1019000,1600.0,0.001005,1.222
С 22/1.0 2.8,15/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,636.9,0.004361,1.373136e+07,950.00,830.00,950.00,320.21,199.72,1.874,1.289,1019000,1600.0,0.001005,1.222
С 22/1.0 2.8,15/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,661.5,0.004199,1.203509e+07,950.00,830.00,950.00,342.98,215.97,1.746,1.209,1019000,1600.0,0.001005,1.222
С 22/1.0 4.1,15/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,440.0,0.009343,1.372863e+07,950.00,830.00,950.00,288.50,206.67,2.217,1.364,1019000,1600.0,0.001005,1.222
С 22/1.0 4.1,15/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,464.6,0.008848,1.195231e+07,950.00,830.00,950.00,312.31,225.60,2.052,1.279,1019000,1600.0,0.001005,1.222
С 22/1.0 4.1,15/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,489.2,0.008403,1.040331e+07,950.00,830.00,950.00,338.03,245.94,1.901,1.195,1019000,1600.0,0.001005,1.222
С 22/1.0 4.1,15/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,513.8,0.008001,9.067277e+06,950.00,830.00,569.23,365.68,390.00,1.763,1.118,1019000,1600.0,0.001005,1.222
С 24/1.0 1.9,16/1 тр В/А,,1.889,0.000,1.000,1.889,0.378,956.9,0.001974,3.538913e+07,950.00,830.00,243.04,359.26,390.00,2.909,2.909,1015000,1600.0,0.001009,1.224
С 24/1.0 1.9,16/1 тр В/А,,1.889,0.000,1.000,1.889,0.378,981.5,0.001924,3.024752e+07,950.00,830.00,200.49,386.02,390.00,2.679,2.679,1015000,1600.0,0.001009,1.224
С 24/1.0 3.2,16/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,686.2,0.004696,9.370327e+06,950.00,830.00,950.00,328.49,252.33,1.801,1.650,1015000,1600.0,0.001009,1.224
С 24/1.0 3.2,16/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,710.8,0.004533,8.233034e+06,950.00,830.00,450.08,351.55,390.00,1.681,1.546,1015000,1600.0,0.001009,1.224
С 24/1.0 3.2,16/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,735.4,0.004382,7.207780e+06,950.00,830.00,359.94,376.88,390.00,1.566,1.446,1015000,1600.0,0.001009,1.224
С 24/1.0 2.8,16/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,710.8,0.003908,1.483384e+07,950.00,830.00,950.00,293.14,188.94,2.147,2.074,1015000,1600.0,0.001009,1.224
С 24/1.0 2.8,16/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,735.4,0.003777,1.304317e+07,950.00,830.00,950.00,313.04,204.13,2.004,1.944,1015000,1600.0,0.001009,1.224
С 24/1.0 2.8,16/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,760.0,0.003655,1.148183e+07,950.00,830.00,950.00,334.17,220.73,1.872,1.826,1015000,1600.0,0.001009,1.224
С 24/1.0 2.8,16/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,784.6,0.003540,1.004176e+07,950.00,830.00,362.27,357.63,390.00,1.743,1.705,1015000,1600.0,0.001009,1.224
С 24/1.0 2.8,16/1 тр В/А,,2.778,0.000,1.000,2.778,0.556,809.2,0.003433,8.778807e+06,950.00,830.00,299.14,382.91,390.00,1.623,1.594,1015000,1600.0,0.001009,1.224
С 24/1.0 2.3,16/1 тр В/А,,2.333,0.000,1.000,2.333,0.467,858.5,0.002718,1.579135e+07,950.00,830.00,322.49,352.84,390.00,2.058,2.058,1015000,1600.0,0.001009,1.224
С 24/1.0 2.3,16/1 тр В/А,,2.333,0.000,1.000,2.333,0.467,883.1,0.002642,1.372391e+07,950.00,830.00,259.90,377.58,390.00,1.912,1.912,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,686.2,0.005344,6.128005e+06,950.00,830.00,382.16,388.05,390.00,1.516,1.334,1015000,1600.0,0.001009,1.224
С 24/1.0 3.2,16/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,587.7,0.005483,1.550567e+07,950.00,830.00,950.00,251.87,185.38,2.363,2.115,1015000,1600.0,0.001009,1.224
С 24/1.0 3.2,16/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,612.3,0.005262,1.368262e+07,950.00,830.00,950.00,269.10,200.01,2.208,1.989,1015000,1600.0,0.001009,1.224
С 24/1.0 3.2,16/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,636.9,0.005059,1.207885e+07,950.00,830.00,950.00,287.40,215.97,2.065,1.871,1015000,1600.0,0.001009,1.224
С 24/1.0 3.2,16/1 тр В/А,,3.222,0.000,1.000,3.222,0.644,661.5,0.004871,1.063138e+07,950.00,830.00,950.00,307.31,233.31,1.928,1.754,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,513.8,0.007136,1.504336e+07,950.00,830.00,950.00,238.79,189.50,2.464,2.078,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,538.5,0.006810,1.325654e+07,950.00,830.00,950.00,255.78,205.04,2.299,1.955,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,563.1,0.006512,1.166611e+07,950.00,830.00,950.00,274.07,221.84,2.145,1.834,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,587.7,0.006239,1.028099e+07,950.00,830.00,950.00,293.49,239.98,2.003,1.724,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,612.3,0.005988,9.045817e+06,950.00,830.00,950.00,314.57,259.58,1.869,1.620,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,636.9,0.005757,7.955814e+06,950.00,830.00,950.00,337.10,281.01,1.744,1.519,1015000,1600.0,0.001009,1.224
С 24/1.0 3.7,16/1 тр В/А,,3.667,0.000,1.000,3.667,0.733,661.5,0.005543,6.984436e+06,950.00,830.00,458.33,361.69,390.00,1.626,1.425,1015000,1600.0,0.001009,1.224
С 24/1.0 4.1,16/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,464.6,0.008848,1.449365e+07,950.00,830.00,950.00,236.25,194.85,2.529,2.027,1015000,1600.0,0.001009,1.224
С 24/1.0 4.1,16/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,489.2,0.008403,1.271801e+07,950.00,830.00,950.00,254.11,211.60,2.353,1.904,1015000,1600.0,0.001009,1.224
С 24/1.0 4.1,16/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,513.8,0.008001,1.114799e+07,950.00,830.00,950.00,273.33,229.48,2.189,1.784,1015000,1600.0,0.001009,1.224
С 24/1.0 4.1,16/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,538.5,0.007635,9.795111e+06,950.00,830.00,950.00,293.65,248.96,2.040,1.674,1015000,1600.0,0.001009,1.224
С 24/1.0 4.1,16/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,563.1,0.007301,8.603296e+06,950.00,830.00,950.00,315.60,269.86,1.901,1.572,1015000,1600.0,0.001009,1.224
С 24/1.0 4.1,16/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,587.7,0.006995,7.562374e+06,950.00,830.00,950.00,339.03,292.53,1.772,1.477,1015000,1600.0,0.001009,1.224
С 24/1.0 4.1,16/1 тр В/А,,4.111,0.000,1.000,4.111,0.822,612.3,0.006714,6.631130e+06,950.00,830.00,501.08,364.56,390.00,1.651,1.383,1015000,1600.0,0.001009,1.224
С 25/1.0 1.9,11/1 БП,,1.889,0.000,1.000,1.889,0.378,1055.4,0.001790,6.647873e+06,950.00,805.24,178.97,368.64,390.00,4.977,4.977,916000,1600.0,0.001086,1.251
С 25/1.0 2.3,11/1 БП,,2.333,0.000,1.000,2.333,0.467,932.3,0.002503,2.084527e+06,950.00,830.00,306.15,330.57,390.00,2.958,2.958,916000,1600.0,0.001086,1.251
С 25/1.0 2.3,11/1 БП,,2.333,0.000,1.000,2.333,0.467,956.9,0.002438,1.732461e+06,950.00,830.00,237.77,355.88,390.00,2.715,2.715,916000,1600.0,0.001086,1.251
С 25/1.0 2.3,11/1 БП,,2.333,0.000,1.000,2.333,0.467,981.5,0.002377,1.428313e+06,950.00,830.00,203.36,384.24,390.00,2.482,2.482,916000,1600.0,0.001086,1.251
С 25/1.0 3.7,11/1 БП,,3.667,0.000,1.000,3.667,0.733,686.2,0.005344,9.061274e+05,950.00,830.00,950.00,294.92,235.49,2.082,1.997,916000,1600.0,0.001086,1.251
С 25/1.0 3.7,11/1 БП,,3.667,0.000,1.000,3.667,0.733,710.8,0.005159,7.804197e+05,950.00,830.00,950.00,316.04,256.45,1.938,1.869,916000,1600.0,0.001086,1.251
С 25/1.0 3.7,11/1 БП,,3.667,0.000,1.000,3.667,0.733,735.4,0.004986,6.697419e+05,950.00,830.00,424.32,339.22,390.00,1.802,1.747,916000,1600.0,0.001086,1.251
С 25/1.0 3.7,11/1 БП,,3.667,0.000,1.000,3.667,0.733,760.0,0.004825,5.717171e+05,950.00,830.00,351.32,364.88,390.00,1.672,1.628,916000,1600.0,0.001086,1.251
С 25/1.0 3.2,11/1 БП,,3.222,0.000,1.000,3.222,0.644,710.8,0.004533,1.291816e+06,950.00,830.00,950.00,268.01,183.44,2.440,2.440,916000,1600.0,0.001086,1.251
С 25/1.0 3.2,11/1 БП,,3.222,0.000,1.000,3.222,0.644,735.4,0.004382,1.111675e+06,950.00,830.00,950.00,286.43,199.19,2.274,2.274,916000,1600.0,0.001086,1.251
С 25/1.0 3.2,11/1 БП,,3.222,0.000,1.000,3.222,0.644,760.0,0.004240,9.521159e+05,950.00,830.00,950.00,306.71,216.79,2.115,2.115,916000,1600.0,0.001086,1.251
С 25/1.0 3.2,11/1 БП,,3.222,0.000,1.000,3.222,0.644,784.6,0.004107,8.129142e+05,950.00,830.00,434.16,328.83,390.00,1.964,1.964,916000,1600.0,0.001086,1.251
С 25/1.0 3.2,11/1 БП,,3.222,0.000,1.000,3.222,0.644,809.2,0.003982,6.911176e+05,950.00,830.00,334.14,353.16,390.00,1.821,1.821,916000,1600.0,0.001086,1.251
С 25/1.0 3.2,11/1 БП,,3.222,0.000,1.000,3.222,0.644,833.8,0.003864,5.843728e+05,950.00,830.00,285.66,380.15,390.00,1.683,1.683,916000,1600.0,0.001086,1.251
С 25/1.0 2.8,11/1 БП,,2.778,0.000,1.000,2.778,0.556,858.5,0.003236,1.057364e+06,950.00,830.00,342.48,334.23,390.00,2.198,2.198,916000,1600.0,0.001086,1.251
С 25/1.0 2.8,11/1 БП,,2.778,0.000,1.000,2.778,0.556,883.1,0.003146,8.906271e+05,950.00,830.00,276.20,359.24,390.00,2.030,2.030,916000,1600.0,0.001086,1.251
С 25/1.0 2.8,11/1 БП,,2.778,0.000,1.000,2.778,0.556,907.7,0.003060,7.464447e+05,950.00,830.00,238.12,386.86,390.00,1.869,1.869,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,686.2,0.005992,6.425834e+05,950.00,830.00,456.56,343.84,390.00,1.760,1.617,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,710.8,0.005784,5.505203e+05,950.00,830.00,381.73,370.05,390.00,1.636,1.508,916000,1600.0,0.001086,1.251
С 25/1.0 3.7,11/1 БП,,3.667,0.000,1.000,3.667,0.733,612.3,0.005988,1.404763e+06,950.00,830.00,950.00,240.59,184.11,2.568,2.422,916000,1600.0,0.001086,1.251
С 25/1.0 3.7,11/1 БП,,3.667,0.000,1.000,3.667,0.733,636.9,0.005757,1.217104e+06,950.00,830.00,950.00,257.21,199.64,2.397,2.274,916000,1600.0,0.001086,1.251
С 25/1.0 3.7,11/1 БП,,3.667,0.000,1.000,3.667,0.733,661.5,0.005543,1.052420e+06,950.00,830.00,950.00,275.21,216.60,2.236,2.135,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,538.5,0.007635,1.561238e+06,950.00,830.00,950.00,224.88,183.33,2.700,2.386,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,563.1,0.007301,1.351290e+06,950.00,830.00,950.00,241.07,199.14,2.517,2.242,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,587.7,0.006995,1.169319e+06,950.00,830.00,950.00,258.38,216.15,2.346,2.106,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,612.3,0.006714,1.008012e+06,950.00,830.00,950.00,277.35,234.95,2.184,1.972,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,636.9,0.006455,8.695768e+05,950.00,830.00,950.00,297.57,255.50,2.035,1.846,916000,1600.0,0.001086,1.251
С 25/1.0 4.1,11/1 БП,,4.111,0.000,1.000,4.111,0.822,661.5,0.006214,7.487303e+05,950.00,830.00,950.00,319.60,278.31,1.894,1.729,916000,1600.0,0.001086,1.251
С 26/1.0 1.9,12/1 тр БП,,1.889,0.000,1.000,1.889,0.378,1055.4,0.001790,6.647873e+06,950.00,805.24,178.97,368.64,390.00,4.977,4.977,916000,1600.0,0.001086,1.251
С 26/1.0 2.3,12/1 тр БП,,2.333,0.000,1.000,2.333,0.467,932.3,0.002503,2.084527e+06,950.00,830.00,306.15,330.57,390.00,2.958,2.958,916000,1600.0,0.001086,1.251
С 26/1.0 2.3,12/1 тр БП,,2.333,0.000,1.000,2.333,0.467,956.9,0.002438,1.732461e+06,950.00,830.00,237.77,355.88,390.00,2.715,2.715,916000,1600.0,0.001086,1.251
С 26/1.0 2.3,12/1 тр БП,,2.333,0.000,1.000,2.333,0.467,981.5,0.002377,1.428313e+06,950.00,830.00,203.36,384.24,390.00,2.482,2.482,916000,1600.0,0.001086,1.251
С 26/1.0 2.8,12/1 тр БП,,2.778,0.000,1.000,2.778,0.556,858.5,0.003236,1.057364e+06,950.00,830.00,342.48,334.23,390.00,2.198,2.198,916000,1600.0,0.001086,1.251
С 26/1.0 2.8,12/1 тр БП,,2.778,0.000,1.000,2.778,0.556,883.1,0.003146,8.906271e+05,950.00,830.00,276.20,359.24,390.00,2.030,2.030,916000,1600.0,0.001086,1.251
С 26/1.0 2.8,12/1 тр БП,,2.778,0.000,1.000,2.778,0.556,907.7,0.003060,7.464447e+05,950.00,830.00,238.12,386.86,390.00,1.869,1.869,916000,1600.0,0.001086,1.251
С 26/1.0 3.7,12/1 тр БП,,3.667,0.000,1.000,3.667,0.733,686.2,0.005344,9.061274e+05,950.00,830.00,950.00,294.92,235.49,2.082,1.997,916000,1600.0,0.001086,1.251
С 26/1.0 3.7,12/1 тр БП,,3.667,0.000,1.000,3.667,0.733,710.8,0.005159,7.804197e+05,950.00,830.00,950.00,316.04,256.45,1.938,1.869,916000,1600.0,0.001086,1.251
С 26/1.0 3.7,12/1 тр БП,,3.667,0.000,1.000,3.667,0.733,735.4,0.004986,6.697419e+05,950.00,830.00,424.32,339.22,390.00,1.802,1.747,916000,1600.0,0.001086,1.251
С 26/1.0 3.7,12/1 тр БП,,3.667,0.000,1.000,3.667,0.733,760.0,0.004825,5.717171e+05,950.00,830.00,351.32,364.88,390.00,1.672,1.628,916000,1600.0,0.001086,1.251
С 26/1.0 3.2,12/1 тр БП,,3.222,0.000,1.000,3.222,0.644,710.8,0.004533,1.291816e+06,950.00,830.00,950.00,268.01,183.44,2.440,2.440,916000,1600.0,0.001086,1.251
С 26/1.0 3.2,12/1 тр БП,,3.222,0.000,1.000,3.222,0.644,735.4,0.004382,1.111675e+06,950.00,830.00,950.00,286.43,199.19,2.274,2.274,916000,1600.0,0.001086,1.251
С 26/1.0 3.2,12/1 тр БП,,3.222,0.000,1.000,3.222,0.644,760.0,0.004240,9.521159e+05,950.00,830.00,950.00,306.71,216.79,2.115,2.115,916000,1600.0,0.001086,1.251
С 26/1.0 3.2,12/1 тр БП,,3.222,0.000,1.000,3.222,0.644,784.6,0.004107,8.129142e+05,950.00,830.00,434.16,328.83,390.00,1.964,1.964,916000,1600.0,0.001086,1.251
С 26/1.0 3.2,12/1 тр БП,,3.222,0.000,1.000,3.222,0.644,809.2,0.003982,6.911176e+05,950.00,830.00,334.14,353.16,390.00,1.821,1.821,916000,1600.0,0.001086,1.251
С 26/1.0 3.2,12/1 тр БП,,3.222,0.000,1.000,3.222,0.644,833.8,0.003864,5.843728e+05,950.00,830.00,285.66,380.15,390.00,1.683,1.683,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,686.2,0.005992,6.425834e+05,950.00,830.00,456.56,343.84,390.00,1.760,1.617,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,710.8,0.005784,5.505203e+05,950.00,830.00,381.73,370.05,390.00,1.636,1.508,916000,1600.0,0.001086,1.251
С 26/1.0 3.7,12/1 тр БП,,3.667,0.000,1.000,3.667,0.733,612.3,0.005988,1.404763e+06,950.00,830.00,950.00,240.59,184.11,2.568,2.422,916000,1600.0,0.001086,1.251
С 26/1.0 3.7,12/1 тр БП,,3.667,0.000,1.000,3.667,0.733,636.9,0.005757,1.217104e+06,950.00,830.00,950.00,257.21,199.64,2.397,2.274,916000,1600.0,0.001086,1.251
С 26/1.0 3.7,12/1 тр БП,,3.667,0.000,1.000,3.667,0.733,661.5,0.005543,1.052420e+06,950.00,830.00,950.00,275.21,216.60,2.236,2.135,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,538.5,0.007635,1.561238e+06,950.00,830.00,950.00,224.88,183.33,2.700,2.386,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,563.1,0.007301,1.351290e+06,950.00,830.00,950.00,241.07,199.14,2.517,2.242,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,587.7,0.006995,1.169319e+06,950.00,830.00,950.00,258.38,216.15,2.346,2.106,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,612.3,0.006714,1.008012e+06,950.00,830.00,950.00,277.35,234.95,2.184,1.972,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,636.9,0.006455,8.695768e+05,950.00,830.00,950.00,297.57,255.50,2.035,1.846,916000,1600.0,0.001086,1.251
С 26/1.0 4.1,12/1 тр БП,,4.111,0.000,1.000,4.111,0.822,661.5,0.006214,7.487303e+05,950.00,830.00,950.00,319.60,278.31,1.894,1.729,916000,1600.0,0.001086,1.251
С 27/1.0 2.3,18/1 тр,,2.333,0.000,1.000,2.333,0.467,932.3,0.002503,1.844517e+07,950.00,830.00,243.35,377.66,390.00,2.092,2.092,1008000,1600.0,0.001006,1.223
С 27/1.0 1.9,18/1 тр,,1.889,0.000,1.000,1.889,0.378,1006.2,0.001877,5.382752e+07,950.00,830.00,222.74,360.81,390.00,3.429,3.429,1008000,1600.0,0.001006,1.223
С 27/1.0 1.9,18/1 тр,,1.889,0.000,1.000,1.889,0.378,1030.8,0.001833,4.579327e+07,950.00,830.00,184.96,388.09,390.00,3.150,3.150,1008000,1600.0,0.001006,1.223
С 27/1.0 2.8,18/1 тр,,2.778,0.000,1.000,2.778,0.556,760.0,0.003655,1.906708e+07,950.00,830.00,950.00,292.67,185.93,2.269,2.269,1008000,1600.0,0.001006,1.223
С 27/1.0 2.8,18/1 тр,,2.778,0.000,1.000,2.778,0.556,784.6,0.003540,1.674547e+07,950.00,830.00,950.00,312.31,201.01,2.118,2.118,1008000,1600.0,0.001006,1.223
С 27/1.0 2.8,18/1 тр,,2.778,0.000,1.000,2.778,0.556,809.2,0.003433,1.469987e+07,950.00,830.00,950.00,333.30,217.13,1.977,1.977,1008000,1600.0,0.001006,1.223
С 27/1.0 2.8,18/1 тр,,2.778,0.000,1.000,2.778,0.556,833.8,0.003331,1.285410e+07,950.00,830.00,341.55,356.34,390.00,1.842,1.842,1008000,1600.0,0.001006,1.223
С 27/1.0 2.8,18/1 тр,,2.778,0.000,1.000,2.778,0.556,858.5,0.003236,1.118606e+07,950.00,830.00,281.16,381.83,390.00,1.712,1.712,1008000,1600.0,0.001006,1.223
С 27/1.0 3.2,18/1 тр,,3.222,0.000,1.000,3.222,0.644,686.2,0.004696,1.509946e+07,950.00,830.00,950.00,288.00,220.24,2.117,2.117,1008000,1600.0,0.001006,1.223
С 27/1.0 3.2,18/1 тр,,3.222,0.000,1.000,3.222,0.644,735.4,0.004382,1.171470e+07,950.00,830.00,950.00,328.37,256.79,1.850,1.850,1008000,1600.0,0.001006,1.223
С 27/1.0 3.2,18/1 тр,,3.222,0.000,1.000,3.222,0.644,760.0,0.004240,1.029842e+07,950.00,830.00,421.42,350.94,390.00,1.727,1.727,1008000,1600.0,0.001006,1.223
С 27/1.0 3.2,18/1 тр,,3.222,0.000,1.000,3.222,0.644,784.6,0.004107,9.011192e+06,950.00,830.00,338.31,375.92,390.00,1.609,1.609,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,686.2,0.005344,9.712617e+06,950.00,830.00,950.00,337.79,293.48,1.752,1.733,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,710.8,0.005159,8.567972e+06,950.00,830.00,427.05,361.50,390.00,1.637,1.628,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,735.4,0.004986,7.513946e+06,950.00,830.00,358.54,387.85,390.00,1.525,1.522,1008000,1600.0,0.001006,1.223
С 27/1.0 2.3,18/1 тр,,2.333,0.000,1.000,2.333,0.467,907.7,0.002571,2.137104e+07,950.00,830.00,300.02,352.02,390.00,2.261,2.261,1008000,1600.0,0.001006,1.223
