mixture_name,powder1,powder2,mass1_kg,mass2_kg,alpha,omega_sum_kg,omega_q_ratio,delta_kg_m3,W0_m3,Z_b1,velocity_mps,velocity_cold_mps,velocity_hot_mps,pressure_max_mpa,pressure_hot_mpa,x_p_m,x_e_m,f_sum,delta_sum,b_sum,k_sum
С 27/1.0 3.2,18/1 тр,,3.222,0.000,1.000,3.222,0.644,636.9,0.005059,1.934940e+07,950.00,830.00,950.00,253.23,189.45,2.417,2.417,1008000,1600.0,0.001006,1.223
С 27/1.0 3.2,18/1 тр,,3.222,0.000,1.000,3.222,0.644,661.5,0.004871,1.710176e+07,950.00,830.00,950.00,270.00,204.20,2.262,2.262,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,538.5,0.006810,2.041887e+07,950.00,830.00,950.00,226.06,184.85,2.626,2.521,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,563.1,0.006512,1.807392e+07,950.00,830.00,950.00,241.56,199.69,2.456,2.371,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,587.7,0.006239,1.596733e+07,950.00,830.00,950.00,258.32,215.40,2.295,2.227,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,612.3,0.005988,1.413531e+07,950.00,830.00,950.00,275.93,232.42,2.147,2.095,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,636.9,0.005757,1.248773e+07,950.00,830.00,950.00,295.12,251.11,2.007,1.971,1008000,1600.0,0.001006,1.223
С 27/1.0 3.7,18/1 тр,,3.667,0.000,1.000,3.667,0.733,661.5,0.005543,1.102401e+07,950.00,830.00,950.00,315.65,271.25,1.875,1.851,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,489.2,0.008403,1.892267e+07,950.00,830.00,950.00,224.66,194.03,2.642,2.390,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,513.8,0.008001,1.669519e+07,950.00,830.00,950.00,240.94,210.02,2.464,2.249,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,538.5,0.007635,1.473730e+07,950.00,830.00,950.00,258.17,227.29,2.301,2.112,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,563.1,0.007301,1.301088e+07,950.00,830.00,950.00,276.64,246.11,2.148,1.985,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,587.7,0.006995,1.146757e+07,950.00,830.00,950.00,296.66,266.19,2.005,1.864,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,612.3,0.006714,1.012166e+07,950.00,830.00,950.00,317.84,287.68,1.873,1.751,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,636.9,0.006455,8.908680e+06,950.00,830.00,950.00,340.96,311.36,1.748,1.640,1008000,1600.0,0.001006,1.223
С 27/1.0 4.1,18/1 тр,,4.111,0.000,1.000,4.111,0.822,661.5,0.006214,7.843350e+06,950.00,830.00,462.27,365.84,390.00,1.631,1.539,1008000,1600.0,0.001006,1.223
С 28/1.0 2.3,16/1 тр,,2.333,0.000,1.000,2.333,0.467,932.3,0.002503,1.792342e+07,950.00,830.00,286.07,353.72,390.00,2.376,2.376,1004000,1600.0,0.001012,1.225
С 28/1.0 2.3,16/1 тр,,2.333,0.000,1.000,2.333,0.467,956.9,0.002438,1.540947e+07,950.00,830.00,232.86,379.62,390.00,2.196,2.196,1004000,1600.0,0.001012,1.225
С 28/1.0 3.2,16/1 тр,,3.222,0.000,1.000,3.222,0.644,686.2,0.004696,1.362202e+07,950.00,830.00,950.00,270.90,204.33,2.299,2.299,1004000,1600.0,0.001012,1.225
С 28/1.0 3.2,16/1 тр,,3.222,0.000,1.000,3.222,0.644,710.8,0.004533,1.199446e+07,950.00,830.00,950.00,288.99,220.44,2.150,2.150,1004000,1600.0,0.001012,1.225
С 28/1.0 3.2,16/1 тр,,3.222,0.000,1.000,3.222,0.644,735.4,0.004382,1.055530e+07,950.00,830.00,950.00,308.34,237.80,2.010,2.010,1004000,1600.0,0.001012,1.225
С 28/1.0 3.2,16/1 тр,,3.222,0.000,1.000,3.222,0.644,760.0,0.004240,9.276002e+06,950.00,830.00,950.00,329.19,256.87,1.878,1.878,1004000,1600.0,0.001012,1.225
С 28/1.0 3.2,16/1 тр,,3.222,0.000,1.000,3.222,0.644,784.6,0.004107,8.114703e+06,950.00,830.00,401.29,352.23,390.00,1.751,1.751,1004000,1600.0,0.001012,1.225
С 28/1.0 3.2,16/1 тр,,3.222,0.000,1.000,3.222,0.644,809.2,0.003982,7.093630e+06,950.00,830.00,325.80,376.98,390.00,1.632,1.632,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,686.2,0.005344,8.648045e+06,950.00,830.00,950.00,316.93,275.64,1.885,1.885,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,710.8,0.005159,7.592493e+06,950.00,830.00,950.00,339.20,298.23,1.760,1.760,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,735.4,0.004986,6.660335e+06,950.00,830.00,409.48,363.18,390.00,1.643,1.643,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,760.0,0.004825,5.833284e+06,950.00,830.00,344.62,389.18,390.00,1.532,1.532,1004000,1600.0,0.001012,1.225
С 28/1.0 2.8,16/1 тр,,2.778,0.000,1.000,2.778,0.556,809.2,0.003433,1.361105e+07,950.00,830.00,950.00,312.88,190.11,2.184,2.184,1004000,1600.0,0.001012,1.225
С 28/1.0 2.8,16/1 тр,,2.778,0.000,1.000,2.778,0.556,833.8,0.003331,1.187031e+07,950.00,830.00,950.00,334.54,205.51,2.033,2.033,1004000,1600.0,0.001012,1.225
С 28/1.0 2.8,16/1 тр,,2.778,0.000,1.000,2.778,0.556,858.5,0.003236,1.036309e+07,950.00,830.00,326.82,357.48,390.00,1.894,1.894,1004000,1600.0,0.001012,1.225
С 28/1.0 2.8,16/1 тр,,2.778,0.000,1.000,2.778,0.556,883.1,0.003146,8.970647e+06,950.00,830.00,270.72,383.51,390.00,1.756,1.756,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,686.2,0.005992,6.159746e+06,950.00,830.00,442.45,367.62,390.00,1.625,1.625,1004000,1600.0,0.001012,1.225
С 28/1.0 3.2,16/1 тр,,3.222,0.000,1.000,3.222,0.644,661.5,0.004871,1.544186e+07,950.00,830.00,950.00,254.14,189.61,2.456,2.456,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,563.1,0.006512,1.622798e+07,950.00,830.00,950.00,227.89,188.25,2.633,2.633,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,587.7,0.006239,1.431680e+07,950.00,830.00,950.00,243.41,202.88,2.462,2.462,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,612.3,0.005988,1.263654e+07,950.00,830.00,950.00,259.90,218.94,2.304,2.304,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,636.9,0.005757,1.114578e+07,950.00,830.00,950.00,277.56,236.31,2.156,2.156,1004000,1600.0,0.001012,1.225
С 28/1.0 3.7,16/1 тр,,3.667,0.000,1.000,3.667,0.733,661.5,0.005543,9.831504e+06,950.00,830.00,950.00,296.39,255.10,2.017,2.017,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,489.2,0.008403,1.687759e+07,950.00,830.00,950.00,212.09,184.83,2.805,2.685,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,513.8,0.008001,1.488996e+07,950.00,830.00,950.00,227.28,200.08,2.618,2.528,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,538.5,0.007635,1.315082e+07,950.00,830.00,950.00,243.31,216.36,2.446,2.378,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,563.1,0.007301,1.160682e+07,950.00,830.00,950.00,260.43,233.83,2.286,2.232,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,612.3,0.006714,9.029969e+06,950.00,830.00,950.00,298.69,273.24,1.996,1.971,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,636.9,0.006455,7.954934e+06,950.00,830.00,950.00,319.93,295.80,1.864,1.849,1004000,1600.0,0.001012,1.225
С 28/1.0 4.1,16/1 тр,,4.111,0.000,1.000,4.111,0.822,661.5,0.006214,7.008736e+06,950.00,830.00,950.00,342.70,320.05,1.742,1.734,1004000,1600.0,0.001012,1.225
С 29/1.0 2.8,22/1 тр,,2.778,0.000,1.000,2.778,0.556,981.5,0.002830,1.222898e+07,950.00,830.00,298.65,350.56,390.00,2.448,2.448,998000,1600.0,0.001018,1.227
С 29/1.0 2.8,22/1 тр,,2.778,0.000,1.000,2.778,0.556,1006.2,0.002761,1.045772e+07,950.00,830.00,238.46,376.73,390.00,2.259,2.259,998000,1600.0,0.001018,1.227
С 29/1.0 3.2,22/1 тр,,3.222,0.000,1.000,3.222,0.644,932.3,0.003456,7.160158e+06,950.00,830.00,294.63,367.32,390.00,1.930,1.930,998000,1600.0,0.001018,1.227
С 29/1.0 2.3,22/1 тр,,2.333,0.000,1.000,2.333,0.467,1055.4,0.002211,2.762530e+07,950.00,830.00,248.93,351.04,390.00,3.570,3.570,998000,1600.0,0.001018,1.227
С 29/1.0 2.3,22/1 тр,,2.333,0.000,1.000,2.333,0.467,1080.0,0.002160,2.308960e+07,950.00,830.00,196.60,379.58,390.00,3.255,3.255,998000,1600.0,0.001018,1.227
С 29/1.0 3.2,22/1 тр,,3.222,0.000,1.000,3.222,0.644,883.1,0.003649,9.545713e+06,950.00,830.00,950.00,320.18,186.73,2.238,2.238,998000,1600.0,0.001018,1.227
С 29/1.0 3.2,22/1 тр,,3.222,0.000,1.000,3.222,0.644,907.7,0.003550,8.292974e+06,950.00,830.00,950.00,342.45,202.46,2.082,2.082,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,686.2,0.005992,1.010939e+07,950.00,830.00,950.00,257.36,212.64,2.439,2.439,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,710.8,0.005784,8.909846e+06,950.00,830.00,950.00,274.42,228.51,2.284,2.284,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,735.4,0.005590,7.839630e+06,950.00,830.00,950.00,292.84,245.89,2.137,2.137,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,760.0,0.005409,6.894278e+06,950.00,830.00,950.00,312.55,265.09,1.999,1.999,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,784.6,0.005240,6.042538e+06,950.00,830.00,950.00,334.15,286.16,1.867,1.867,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,809.2,0.005080,5.284551e+06,950.00,830.00,406.14,357.61,390.00,1.742,1.742,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,833.8,0.004930,4.607913e+06,950.00,830.00,337.45,383.29,390.00,1.622,1.622,998000,1600.0,0.001018,1.227
С 29/1.0 3.7,22/1 тр,,3.667,0.000,1.000,3.667,0.733,760.0,0.004825,1.044888e+07,950.00,830.00,950.00,271.30,193.46,2.420,2.420,998000,1600.0,0.001018,1.227
С 29/1.0 3.7,22/1 тр,,3.667,0.000,1.000,3.667,0.733,784.6,0.004673,9.183249e+06,950.00,830.00,950.00,289.18,208.20,2.264,2.264,998000,1600.0,0.001018,1.227
С 29/1.0 3.7,22/1 тр,,3.667,0.000,1.000,3.667,0.733,809.2,0.004531,8.055110e+06,950.00,830.00,950.00,308.52,224.41,2.116,2.116,998000,1600.0,0.001018,1.227
С 29/1.0 3.7,22/1 тр,,3.667,0.000,1.000,3.667,0.733,833.8,0.004397,7.045960e+06,950.00,830.00,950.00,329.57,242.39,1.974,1.974,998000,1600.0,0.001018,1.227
С 29/1.0 3.7,22/1 тр,,3.667,0.000,1.000,3.667,0.733,858.5,0.004271,6.140936e+06,950.00,830.00,381.60,352.66,390.00,1.839,1.839,998000,1600.0,0.001018,1.227
С 29/1.0 3.7,22/1 тр,,3.667,0.000,1.000,3.667,0.733,883.1,0.004152,5.327982e+06,950.00,830.00,310.98,378.18,390.00,1.709,1.709,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,636.9,0.006455,1.292832e+07,950.00,830.00,950.00,227.04,184.62,2.774,2.774,998000,1600.0,0.001018,1.227
С 29/1.0 4.1,22/1 тр,,4.111,0.000,1.000,4.111,0.822,661.5,0.006214,1.144097e+07,950.00,830.00,950.00,241.65,198.02,2.602,2.602,998000,1600.0,0.001018,1.227
С 32/1.0 2.8,18/1 тр БП,,2.778,0.000,1.000,2.778,0.556,1129.2,0.002460,3.817698e+06,950.00,808.63,207.14,351.09,390.00,4.826,4.826,911000,1600.0,0.001091,1.253
С 32/1.0 2.8,18/1 тр БП,,2.778,0.000,1.000,2.778,0.556,1153.8,0.002407,2.980802e+06,950.00,821.42,171.39,383.56,390.00,4.307,4.307,911000,1600.0,0.001091,1.253
С 32/1.0 3.2,18/1 тр БП,,3.222,0.000,1.000,3.222,0.644,1080.0,0.002984,1.399832e+06,950.00,830.00,222.90,361.84,390.00,2.979,2.979,911000,1600.0,0.001091,1.253
С 32/1.0 3.7,18/1 тр БП,,3.667,0.000,1.000,3.667,0.733,1006.2,0.003644,1.021628e+06,950.00,830.00,298.19,340.21,390.00,2.515,2.515,911000,1600.0,0.001091,1.253
С 32/1.0 3.7,18/1 тр БП,,3.667,0.000,1.000,3.667,0.733,1030.8,0.003557,8.376623e+05,950.00,830.00,243.93,368.54,390.00,2.296,2.296,911000,1600.0,0.001091,1.253
С 32/1.0 4.1,18/1 тр БП,,4.111,0.000,1.000,4.111,0.822,932.3,0.004410,9.557888e+05,950.00,830.00,950.00,318.29,206.09,2.360,2.360,911000,1600.0,0.001091,1.253
С 32/1.0 4.1,18/1 тр БП,,4.111,0.000,1.000,4.111,0.822,956.9,0.004296,8.015157e+05,950.00,830.00,325.94,342.62,390.00,2.177,2.177,911000,1600.0,0.001091,1.253
С 32/1.0 4.1,18/1 тр БП,,4.111,0.000,1.000,4.111,0.822,981.5,0.004188,6.659851e+05,950.00,830.00,270.61,370.19,390.00,1.999,1.999,911000,1600.0,0.001091,1.253
С 33/1.0 1.9,9/7 МН,,1.889,0.000,1.000,1.889,0.378,932.3,0.002026,6.847385e+06,950.00,830.00,247.34,349.18,390.00,2.569,2.569,963000,1600.0,0.001045,1.237
С 33/1.0 1.9,9/7 МН,,1.889,0.000,1.000,1.889,0.378,956.9,0.001974,5.802879e+06,950.00,830.00,211.34,374.65,390.00,2.368,2.368,963000,1600.0,0.001045,1.237
С 32/1.0 4.1,18/1 тр БП,,4.111,0.000,1.000,4.111,0.822,907.7,0.004529,1.131057e+06,950.00,830.00,950.00,296.59,188.36,2.550,2.550,911000,1600.0,0.001091,1.253
С 33/1.0 2.8,9/7 МН,,2.778,0.000,1.000,2.778,0.556,686.2,0.004048,3.339254e+06,950.00,830.00,950.00,309.68,186.66,2.031,2.031,963000,1600.0,0.001045,1.237
С 33/1.0 2.8,9/7 МН,,2.778,0.000,1.000,2.778,0.556,710.8,0.003908,2.901061e+06,950.00,830.00,445.06,331.36,390.00,1.894,1.894,963000,1600.0,0.001045,1.237
С 33/1.0 2.8,9/7 МН,,2.778,0.000,1.000,2.778,0.556,735.4,0.003777,2.510571e+06,950.00,830.00,370.92,355.31,390.00,1.763,1.763,963000,1600.0,0.001045,1.237
С 33/1.0 2.8,9/7 МН,,2.778,0.000,1.000,2.778,0.556,760.0,0.003655,2.167424e+06,950.00,830.00,322.66,381.48,390.00,1.639,1.639,963000,1600.0,0.001045,1.237
С 33/1.0 2.3,9/7 МН,,2.333,0.000,1.000,2.333,0.467,833.8,0.002798,3.218843e+06,950.00,830.00,295.53,358.13,390.00,1.888,1.888,963000,1600.0,0.001045,1.237
С 33/1.0 2.3,9/7 МН,,2.333,0.000,1.000,2.333,0.467,858.5,0.002718,2.753703e+06,950.00,830.00,256.91,384.52,390.00,1.748,1.748,963000,1600.0,0.001045,1.237
С 33/1.0 1.9,9/7 МН,,1.889,0.000,1.000,1.889,0.378,907.7,0.002081,8.070753e+06,950.00,830.00,314.86,325.54,390.00,2.785,2.785,963000,1600.0,0.001045,1.237
С 33/1.0 3.2,9/7 МН,,3.222,0.000,1.000,3.222,0.644,587.7,0.005483,3.387589e+06,950.00,830.00,950.00,296.30,192.16,2.138,2.138,963000,1600.0,0.001045,1.237
С 33/1.0 3.2,9/7 МН,,3.222,0.000,1.000,3.222,0.644,612.3,0.005262,2.948613e+06,950.00,830.00,950.00,317.77,208.30,1.994,1.994,963000,1600.0,0.001045,1.237
С 33/1.0 3.2,9/7 МН,,3.222,0.000,1.000,3.222,0.644,636.9,0.005059,2.562854e+06,950.00,830.00,490.50,341.16,390.00,1.859,1.859,963000,1600.0,0.001045,1.237
С 33/1.0 3.2,9/7 МН,,3.222,0.000,1.000,3.222,0.644,661.5,0.004871,2.221474e+06,950.00,830.00,418.99,366.93,390.00,1.730,1.730,963000,1600.0,0.001045,1.237
С 33/1.0 3.7,9/7 МН,,3.667,0.000,1.000,3.667,0.733,513.8,0.007136,3.560012e+06,950.00,830.00,950.00,289.71,192.62,2.266,2.266,963000,1600.0,0.001045,1.237
С 33/1.0 3.7,9/7 МН,,3.667,0.000,1.000,3.667,0.733,538.5,0.006810,3.087359e+06,950.00,830.00,950.00,311.74,209.24,2.108,2.108,963000,1600.0,0.001045,1.237
С 33/1.0 3.7,9/7 МН,,3.667,0.000,1.000,3.667,0.733,563.1,0.006512,2.684348e+06,950.00,830.00,574.62,335.00,390.00,1.964,1.964,963000,1600.0,0.001045,1.237
С 33/1.0 3.7,9/7 МН,,3.667,0.000,1.000,3.667,0.733,587.7,0.006239,2.328823e+06,950.00,830.00,490.16,360.51,390.00,1.828,1.828,963000,1600.0,0.001045,1.237
С 33/1.0 3.7,9/7 МН,,3.667,0.000,1.000,3.667,0.733,612.3,0.005988,2.019885e+06,950.00,830.00,429.78,388.00,390.00,1.701,1.701,963000,1600.0,0.001045,1.237
С 33/1.0 4.1,9/7 МН,,4.111,0.000,1.000,4.111,0.822,464.6,0.008848,3.591539e+06,950.00,830.00,950.00,287.30,195.44,2.351,2.212,963000,1600.0,0.001045,1.237
С 33/1.0 4.1,9/7 МН,,4.111,0.000,1.000,4.111,0.822,489.2,0.008403,3.111887e+06,950.00,830.00,950.00,310.13,212.99,2.181,2.071,963000,1600.0,0.001045,1.237
С 33/1.0 4.1,9/7 МН,,4.111,0.000,1.000,4.111,0.822,513.8,0.008001,2.702724e+06,950.00,830.00,950.00,334.23,231.95,2.027,1.940,963000,1600.0,0.001045,1.237
С 33/1.0 4.1,9/7 МН,,4.111,0.000,1.000,4.111,0.822,538.5,0.007635,2.341318e+06,950.00,830.00,516.78,360.68,390.00,1.882,1.812,963000,1600.0,0.001045,1.237
С 33/1.0 4.1,9/7 МН,,4.111,0.000,1.000,4.111,0.822,563.1,0.007301,2.034921e+06,950.00,830.00,457.53,388.76,390.00,1.751,1.699,963000,1600.0,0.001045,1.237
С 34/1.0 1.4,12/7,,1.444,0.000,1.000,1.444,0.289,1104.6,0.001308,1.157862e+08,950.00,817.83,162.93,375.69,390.00,5.575,5.575,1004000,1600.0,0.001013,1.226
С 34/1.0 1.9,12/7,,1.889,0.000,1.000,1.889,0.378,956.9,0.001974,2.340766e+07,950.00,830.00,291.44,343.33,390.00,2.619,2.619,1004000,1600.0,0.001013,1.226
С 34/1.0 1.9,12/7,,1.889,0.000,1.000,1.889,0.378,981.5,0.001924,1.997306e+07,950.00,830.00,229.23,368.94,390.00,2.412,2.412,1004000,1600.0,0.001013,1.226
С 34/1.0 3.2,12/7,,3.222,0.000,1.000,3.222,0.644,686.2,0.004696,7.024726e+06,950.00,830.00,474.68,355.47,390.00,1.706,1.706,1004000,1600.0,0.001013,1.226
С 34/1.0 2.8,12/7,,2.778,0.000,1.000,2.778,0.556,735.4,0.003777,9.398724e+06,950.00,830.00,950.00,323.71,208.21,1.880,1.880,1004000,1600.0,0.001013,1.226
С 34/1.0 2.8,12/7,,2.778,0.000,1.000,2.778,0.556,760.0,0.003655,8.241739e+06,950.00,830.00,434.81,345.90,390.00,1.756,1.756,1004000,1600.0,0.001013,1.226
С 34/1.0 2.8,12/7,,2.778,0.000,1.000,2.778,0.556,784.6,0.003540,7.209135e+06,950.00,830.00,355.10,370.10,390.00,1.637,1.637,1004000,1600.0,0.001013,1.226
С 34/1.0 2.3,12/7,,2.333,0.000,1.000,2.333,0.467,858.5,0.002718,1.091599e+07,950.00,830.00,339.40,350.37,390.00,1.902,1.902,1004000,1600.0,0.001013,1.226
С 34/1.0 2.3,12/7,,2.333,0.000,1.000,2.333,0.467,883.1,0.002642,9.455330e+06,950.00,830.00,280.06,375.41,390.00,1.765,1.765,1004000,1600.0,0.001013,1.226
С 34/1.0 3.2,12/7,,3.222,0.000,1.000,3.222,0.644,587.7,0.005483,1.172126e+07,950.00,830.00,950.00,271.46,189.45,2.234,2.234,1004000,1600.0,0.001013,1.226
С 34/1.0 3.2,12/7,,3.222,0.000,1.000,3.222,0.644,612.3,0.005262,1.032926e+07,950.00,830.00,950.00,290.09,204.36,2.090,2.090,1004000,1600.0,0.001013,1.226
С 34/1.0 3.2,12/7,,3.222,0.000,1.000,3.222,0.644,636.9,0.005059,9.094012e+06,950.00,830.00,950.00,310.19,220.38,1.954,1.954,1004000,1600.0,0.001013,1.226
С 34/1.0 3.2,12/7,,3.222,0.000,1.000,3.222,0.644,661.5,0.004871,8.005415e+06,950.00,830.00,950.00,331.74,237.96,1.827,1.827,1004000,1600.0,0.001013,1.226
С 34/1.0 4.1,12/7,,4.111,0.000,1.000,4.111,0.822,440.0,0.009343,1.329083e+07,950.00,830.00,950.00,251.71,182.79,2.598,2.598,1004000,1600.0,0.001013,1.226
С 34/1.0 4.1,12/7,,4.111,0.000,1.000,4.111,0.822,464.6,0.008848,1.161611e+07,950.00,830.00,950.00,271.12,198.65,2.415,2.415,1004000,1600.0,0.001013,1.226
С 34/1.0 4.1,12/7,,4.111,0.000,1.000,4.111,0.822,489.2,0.008403,1.017684e+07,950.00,830.00,950.00,291.61,215.68,2.249,2.249,1004000,1600.0,0.001013,1.226
С 34/1.0 4.1,12/7,,4.111,0.000,1.000,4.111,0.822,513.8,0.008001,8.919544e+06,950.00,830.00,950.00,313.69,234.05,2.095,2.095,1004000,1600.0,0.001013,1.226
С 34/1.0 4.1,12/7,,4.111,0.000,1.000,4.111,0.822,538.5,0.007635,7.817093e+06,950.00,830.00,950.00,337.37,253.67,1.952,1.952,1004000,1600.0,0.001013,1.226
С 34/1.0 4.1,12/7,,4.111,0.000,1.000,4.111,0.822,563.1,0.007301,6.849114e+06,950.00,830.00,566.92,362.91,390.00,1.819,1.819,1004000,1600.0,0.001013,1.226
С 34/1.0 3.7,12/7,,3.667,0.000,1.000,3.667,0.733,513.8,0.007136,1.176581e+07,950.00,830.00,950.00,268.43,193.61,2.345,2.345,1004000,1600.0,0.001013,1.226
С 34/1.0 3.7,12/7,,3.667,0.000,1.000,3.667,0.733,538.5,0.006810,1.033854e+07,950.00,830.00,950.00,287.94,209.35,2.189,2.189,1004000,1600.0,0.001013,1.226
С 34/1.0 3.7,12/7,,3.667,0.000,1.000,3.667,0.733,563.1,0.006512,9.081736e+06,950.00,830.00,950.00,308.92,226.40,2.042,2.042,1004000,1600.0,0.001013,1.226
С 34/1.0 3.7,12/7,,3.667,0.000,1.000,3.667,0.733,587.7,0.006239,7.989283e+06,950.00,830.00,950.00,331.26,244.86,1.908,1.908,1004000,1600.0,0.001013,1.226
С 34/1.0 3.7,12/7,,3.667,0.000,1.000,3.667,0.733,612.3,0.005988,7.018267e+06,950.00,830.00,554.06,355.51,390.00,1.781,1.781,1004000,1600.0,0.001013,1.226
С 34/1.0 3.7,12/7,,3.667,0.000,1.000,3.667,0.733,636.9,0.005757,6.159247e+06,950.00,830.00,469.00,381.82,390.00,1.663,1.663,1004000,1600.0,0.001013,1.226
С 35/1.0 1.9,14/7 В/А,,1.889,0.000,1.000,1.889,0.378,981.5,0.001924,3.020781e+07,950.00,830.00,262.50,350.59,390.00,2.669,2.669,1013000,1600.0,0.001010,1.224
С 35/1.0 1.9,14/7 В/А,,1.889,0.000,1.000,1.889,0.378,1006.2,0.001877,2.580565e+07,950.00,830.00,212.59,376.71,390.00,2.458,2.458,1013000,1600.0,0.001010,1.224
С 35/1.0 3.2,14/7 В/А,,3.222,0.000,1.000,3.222,0.644,686.2,0.004696,9.685757e+06,950.00,830.00,950.00,334.08,245.44,1.794,1.794,1013000,1600.0,0.001010,1.224
С 35/1.0 3.2,14/7 В/А,,3.222,0.000,1.000,3.222,0.644,710.8,0.004533,8.532254e+06,950.00,830.00,454.07,357.24,390.00,1.678,1.678,1013000,1600.0,0.001010,1.224
С 35/1.0 3.2,14/7 В/А,,3.222,0.000,1.000,3.222,0.644,735.4,0.004382,7.478411e+06,950.00,830.00,383.62,383.13,390.00,1.565,1.565,1013000,1600.0,0.001010,1.224
С 35/1.0 2.8,14/7 В/А,,2.778,0.000,1.000,2.778,0.556,710.8,0.003908,1.495461e+07,950.00,830.00,950.00,287.19,182.32,2.133,2.133,1013000,1600.0,0.001010,1.224
С 35/1.0 2.8,14/7 В/А,,2.778,0.000,1.000,2.778,0.556,735.4,0.003777,1.315866e+07,950.00,830.00,950.00,306.44,196.40,1.993,1.993,1013000,1600.0,0.001010,1.224
С 35/1.0 2.8,14/7 В/А,,2.778,0.000,1.000,2.778,0.556,760.0,0.003655,1.159052e+07,950.00,830.00,950.00,326.77,211.80,1.864,1.864,1013000,1600.0,0.001010,1.224
С 35/1.0 2.8,14/7 В/А,,2.778,0.000,1.000,2.778,0.556,784.6,0.003540,1.016033e+07,950.00,830.00,410.82,349.33,390.00,1.739,1.739,1013000,1600.0,0.001010,1.224
С 35/1.0 2.8,14/7 В/А,,2.778,0.000,1.000,2.778,0.556,809.2,0.003433,8.901804e+06,950.00,830.00,337.85,373.52,390.00,1.623,1.623,1013000,1600.0,0.001010,1.224
